timestamp,rms_db,rms_delta,centroid,rolloff,flatness,low,mid,high,spectral_flux,onset_strength,device_id,channel,note,velocity,cc_number,cc_value,program_number,type
1767433748972624000,-41.13456726074219,0.0007106158882379532,2742.611777977162,6281.25,0.30400770902633667,2.1563398838043213,0.12045717239379883,0.012046043761074543,0.0812419056892395,0.0007106158882379532,11,1,,,11.0,3.0,,control_change
1767433748994007000,-41.29848098754883,-0.0001640506088733673,814.7887458478716,562.5,0.07120142132043839,2.238267660140991,0.05838610976934433,0.0018934524850919843,0.06414635479450226,0.0,11,1,,,11.0,3.0,,control_change
1767433749015461000,-42.04069137573242,-0.0007052887231111526,2432.524225808228,5109.375,0.2649657130241394,1.9976832866668701,0.08865054696798325,0.008348128758370876,0.097459577023983,0.0,11,1,,,11.0,3.0,,control_change
1767433749036701000,-42.04265594482422,-1.7872080206871033e-06,2239.387711541352,4265.625,0.24469539523124695,1.9596936702728271,0.09742958098649979,0.007967780344188213,0.07876747846603394,0.0,11,1,,,11.0,3.0,,control_change
1767433749057889000,-42.36799240112305,-0.0002905861474573612,722.6383422528927,562.5,0.05466831848025322,1.9880119562149048,0.061152756214141846,0.0013261374551802874,0.03950247913599014,0.0,11,1,,,11.0,3.0,,control_change
1767433749079564000,-43.349822998046875,-0.0008137836121022701,1900.3971149976562,2671.875,0.19787821173667908,1.844234824180603,0.07119955122470856,0.005041041877120733,0.09439903497695923,0.0,11,1,,,11.0,3.0,,control_change
1767433749100820000,-42.53072738647461,0.0006724605336785316,1492.3011881653713,1406.25,0.15106378495693207,1.8781582117080688,0.08628936111927032,0.004292885307222605,0.09479998797178268,0.0006724605336785316,11,1,,,11.0,3.0,,control_change
1767433749122200000,-43.23234939575195,-0.0005798689089715481,935.9617465573601,843.75,0.07576455175876617,1.8355783224105835,0.07637922465801239,0.0018973993137478828,0.04314606636762619,0.0,11,1,,,11.0,3.0,,control_change
1767433749143369000,-44.40077209472656,-0.0008675316348671913,952.3873690298896,796.875,0.07266352325677872,1.6117451190948486,0.07878528535366058,0.0016166175482794642,0.07484560459852219,0.0,11,1,,,11.0,3.0,,control_change
1767433749164980000,-43.40489959716797,0.0007319599390029907,1103.1468655024598,890.625,0.09807053953409195,1.6632763147354126,0.0910034030675888,0.0025553402956575155,0.08722338825464249,0.0007319599390029907,11,1,,,11.0,3.0,,control_change
1767433749185885000,-44.70951461791992,-0.0009423606097698212,1584.9179759640865,1687.5,0.15778082609176636,1.4798170328140259,0.08669569343328476,0.003818317549303174,0.05429655686020851,0.0,11,1,,,11.0,3.0,,control_change
1767433749228390000,-44.29183578491211,0.0006769471801817417,871.2849208483585,890.625,0.059117987751960754,1.4414981603622437,0.0962425097823143,0.0013695070520043373,0.0822000727057457,0.0006769471801817417,11,1,,,11.0,3.0,,control_change
1767433749804668000,-39.91523361206055,0.00542956730350852,3180.6268841948295,7734.375,0.34136441349983215,2.5563557147979736,0.23842167854309082,0.022269301116466522,0.22000104188919067,0.00542956730350852,11,1,,,11.0,3.0,,control_change
1767433749826022000,-36.68855285644531,0.004542984068393707,2113.2243815452243,3937.5,0.2120581865310669,3.0707356929779053,0.2740325927734375,0.01582915708422661,0.2819352447986603,0.004542984068393707,11,1,,,11.0,3.0,,control_change
1767433749847414000,-39.010650634765625,-0.0034346161410212517,1241.1130715753402,1921.875,0.07688255608081818,1.4678412675857544,0.225911945104599,0.00537454430013895,0.2113584578037262,0.0,11,1,,,11.0,3.0,,control_change
1767433749868533000,-37.63502502441406,0.0019230851903557777,1936.493682101472,2906.25,0.19605429470539093,2.343043804168701,0.2361108362674713,0.01059510838240385,0.13884606957435608,0.0019230851903557777,11,1,,,11.0,3.0,,control_change
1767433749889905000,-38.980403900146484,-0.0018839957192540169,1570.074042439854,1734.375,0.1502765715122223,2.689058303833008,0.16824141144752502,0.00689983693882823,0.16553625464439392,0.0,11,1,,,11.0,3.0,,control_change
1767433749911237000,-37.423728942871094,0.002207299694418907,1949.8136891564357,3093.75,0.19962404668331146,2.446625232696533,0.23773260414600372,0.011117490008473396,0.16214556992053986,0.002207299694418907,11,1,,,11.0,3.0,,control_change
1767433749932672000,-40.74795150756836,-0.004277902655303478,1187.2029442423877,1312.5,0.09543069452047348,1.344495177268982,0.1855393350124359,0.0036761988885700703,0.16172462701797485,0.0,11,1,,,11.0,3.0,,control_change
1767433749953889000,-39.95072555541992,0.0008819671347737312,1075.2816834757841,1218.75,0.08182466775178909,1.8152011632919312,0.17951010167598724,0.003461118321865797,0.07824764400720596,0.0008819671347737312,11,1,,,11.0,3.0,,control_change
1767433749975335000,-39.63581848144531,0.0003713015466928482,922.6756862707997,1031.25,0.06070319190621376,2.2619776725769043,0.14833535254001617,0.0026560919359326363,0.15089406073093414,0.0003713015466928482,11,1,,,11.0,3.0,,control_change
1767433749996824000,-37.93049621582031,0.0022622058168053627,812.7437537226097,750.0,0.052481986582279205,2.4674110412597656,0.16257509589195251,0.0024576387368142605,0.12548470497131348,0.0022622058168053627,11,1,,,11.0,3.0,,control_change
1767433750018130000,-40.26350402832031,-0.002989213913679123,1721.9212030192111,2062.5,0.16920006275177002,1.9576084613800049,0.1371956616640091,0.006138684693723917,0.11889693140983582,0.0,11,1,,,11.0,3.0,,control_change
1767433750039296000,-43.220401763916016,-0.0027991007082164288,1226.4134990149796,1312.5,0.10147808492183685,1.1713680028915405,0.15037551522254944,0.0030967798084020615,0.14642979204654694,0.0,11,1,,,11.0,3.0,,control_change
1767433750060560000,-42.26178741455078,0.0008053667843341827,2198.392635120264,3750.0,0.2290097177028656,1.5102485418319702,0.14881035685539246,0.008025138638913631,0.09120994806289673,0.0008053667843341827,11,1,,,11.0,3.0,,control_change
1767433750082270000,-38.90787887573242,0.003632370848208666,2148.136163331372,3609.375,0.22615832090377808,2.1922786235809326,0.20686466991901398,0.011046843603253365,0.1471751630306244,0.003632370848208666,11,1,,,11.0,3.0,,control_change
1767433750103306000,-40.14411163330078,-0.0015043625608086586,1040.1918617301033,984.375,0.08605588227510452,2.274322032928467,0.13794824481010437,0.0030903706792742014,0.12565094232559204,0.0,11,1,,,11.0,3.0,,control_change
1767433750124574000,-42.45561218261719,-0.002298091072589159,1059.0370156780684,1171.875,0.07682884484529495,1.3911607265472412,0.11782921850681305,0.002182347932830453,0.10340742766857147,0.0,11,1,,,11.0,3.0,,control_change
1767433750146069000,-43.50218963623047,-0.0008556083776056767,1625.8131653798596,1781.25,0.15156513452529907,0.7920573353767395,0.13274700939655304,0.003676991444081068,0.11950980871915817,0.0,11,1,,,11.0,3.0,,control_change
1767433750167224000,-43.90438461303711,-0.00030234502628445625,3441.5872701704957,8343.75,0.37574461102485657,1.1228389739990234,0.17378224432468414,0.014509240165352821,0.09601521492004395,0.0,11,1,,,11.0,3.0,,control_change
1767433750188759000,-42.16535186767578,0.0014140862040221691,2910.977036228779,6562.5,0.3155772387981415,1.5164200067520142,0.16967138648033142,0.01275599654763937,0.08757752180099487,0.0014140862040221691,11,1,,,11.0,3.0,,control_change
1767433750210035000,-43.72140884399414,-0.0012782709673047066,1006.7238359908433,984.375,0.07647603005170822,1.3819682598114014,0.12109043449163437,0.0021644385997205973,0.08297938108444214,0.0,11,1,,,11.0,3.0,,control_change
1767433750273886000,-43.51787567138672,0.0017170161008834839,2797.776821129768,6000.0,0.29923689365386963,1.2181625366210938,0.14965486526489258,0.010039965622127056,0.09383377432823181,0.0017170161008834839,11,1,,,11.0,3.0,,control_change
1767433750295333000,-43.771705627441406,-0.00019208714365959167,2855.4361987675393,6187.5,0.307983934879303,1.351597547531128,0.16625162959098816,0.011327437125146389,0.09543376415967941,0.0,11,1,,,11.0,3.0,,control_change
1767433750359304000,-44.50543975830078,0.001396829728037119,1642.4519672189053,2015.625,0.15700560808181763,0.9878036379814148,0.1271127462387085,0.0038347451481968164,0.07995068281888962,0.001396829728037119,11,1,,,11.0,3.0,,control_change
1767433750380755000,-44.87855911254883,-0.00025030365213751793,1544.108382979673,1734.375,0.1473887413740158,1.123761773109436,0.1068747490644455,0.0034396157134324312,0.06410962343215942,0.0,11,1,,,11.0,3.0,,control_change
1767433750401816000,-43.89971923828125,0.0006802529096603394,1443.9066638067522,1546.875,0.13421551883220673,1.0925623178482056,0.1308944821357727,0.003484974382445216,0.07859541475772858,0.0006802529096603394,11,1,,,11.0,3.0,,control_change
1767433750423275000,-44.882904052734375,-0.0006831050850450993,1314.1741306361462,1312.5,0.10843463987112045,0.6171493530273438,0.1197272539138794,0.0021481767762452364,0.07375780493021011,0.0,11,1,,,11.0,3.0,,control_change
1767433750444450000,-43.07673645019531,0.001317454967647791,2779.4150021436863,5953.125,0.29736849665641785,0.8508198857307434,0.16218417882919312,0.009369696490466595,0.07074015587568283,0.001317454967647791,11,1,,,11.0,3.0,,control_change
1767433750466165000,-43.019065856933594,4.674261435866356e-05,1441.2420904474695,1453.125,0.1292591542005539,1.1892036199569702,0.12327023595571518,0.003218067344278097,0.07284499704837799,4.674261435866356e-05,11,1,,,11.0,3.0,,control_change
1767433750487313000,-42.12143325805664,0.0007690675556659698,1537.4923796163084,1687.5,0.14498919248580933,1.3077154159545898,0.14144645631313324,0.004113242030143738,0.036875538527965546,0.0007690675556659698,11,1,,,11.0,3.0,,control_change
1767433750508494000,-41.30155563354492,0.0007753930985927582,1162.242532707192,1031.25,0.09850791096687317,1.122826099395752,0.15292462706565857,0.0027749622240662575,0.09024333953857422,0.0007753930985927582,11,1,,,11.0,3.0,,control_change
1767433750530008000,-42.4244499206543,-0.0010439404286444187,929.7836389540201,890.625,0.0619509220123291,0.8967241048812866,0.1438826024532318,0.0014739840989932418,0.06259400397539139,0.0,11,1,,,11.0,3.0,,control_change
1767433750551260000,-41.882015228271484,0.0004874640144407749,1234.4730219493397,1312.5,0.10457715392112732,0.9626380205154419,0.1599801629781723,0.0030818332452327013,0.06861826777458191,0.0004874640144407749,11,1,,,11.0,3.0,,control_change
1767433750572690000,-41.4726676940918,0.00038854777812957764,1371.7585465348764,1453.125,0.11467824876308441,1.6196132898330688,0.14098267257213593,0.004608853254467249,0.1297188699245453,0.00038854777812957764,11,1,,,11.0,3.0,,control_change
1767433750593796000,-40.615692138671875,0.0008752299472689629,2105.741742590646,3703.125,0.21095538139343262,1.2424312829971313,0.17432348430156708,0.007996749132871628,0.12953093647956848,0.0008752299472689629,11,1,,,11.0,3.0,,control_change
1767433750615591000,-42.62874221801758,-0.0019270828925073147,1420.858566682424,1453.125,0.11519826948642731,1.1395981311798096,0.14886024594306946,0.003962100483477116,0.07979396730661392,0.0,11,1,,,11.0,3.0,,control_change
1767433750636669000,-43.23539733886719,-0.0004984415136277676,1989.5598323226463,2859.375,0.19442619383335114,0.9010715484619141,0.16366355121135712,0.006065769586712122,0.07709084451198578,0.0,11,1,,,11.0,3.0,,control_change
1767433750657912000,-41.91985321044922,0.0011267466470599174,2130.290993938917,3609.375,0.2193988859653473,1.3221956491470337,0.18284562230110168,0.008423755876719952,0.10045485198497772,0.0011267466470599174,11,1,,,11.0,3.0,,control_change
1767433750679272000,-40.90034103393555,0.0009984401986002922,2678.408871139117,5765.625,0.28767263889312744,1.383787751197815,0.20418564975261688,0.012426164001226425,0.08417606353759766,0.0009984401986002922,11,1,,,11.0,3.0,,control_change
1767433750700576000,-42.6108512878418,-0.0016115112230181694,2247.328032899495,3937.5,0.23502740263938904,1.2817914485931396,0.16917288303375244,0.00827089510858059,0.11148355901241302,0.0,11,1,,,11.0,3.0,,control_change
1767433750721993000,-43.47909927368164,-0.0007043071091175079,1394.5723816096076,1546.875,0.11475712060928345,0.8173274993896484,0.15880009531974792,0.0032622397411614656,0.08962199836969376,0.0,11,1,,,11.0,3.0,,control_change
1767433750743340000,-43.34766387939453,0.00010214792564511299,1352.9153394810335,1359.375,0.11923430860042572,1.001471757888794,0.15014895796775818,0.003355278866365552,0.04546467959880829,0.00010214792564511299,11,1,,,11.0,3.0,,control_change
1767433750764942000,-42.54512023925781,0.0006584008224308491,2114.7526632134654,3421.875,0.21973243355751038,1.2842012643814087,0.16667969524860382,0.007532250601798296,0.07546021789312363,0.0006584008224308491,11,1,,,11.0,3.0,,control_change
1767433750785887000,-44.56006622314453,-0.0015445156022906303,2849.2495202919877,6328.125,0.30602726340293884,1.2309296131134033,0.13525258004665375,0.009649079293012619,0.1101551279425621,0.0,11,1,,,11.0,3.0,,control_change
1767433750807166000,-43.63249969482422,0.0006666895933449268,1613.3904310191779,1640.625,0.15265773236751556,0.9719338417053223,0.14955540001392365,0.004266674164682627,0.11824425309896469,0.0006666895933449268,11,1,,,11.0,3.0,,control_change
1767433750828624000,-44.69761657714844,-0.0007596355862915516,1855.1783527891237,2343.75,0.17661167681217194,0.615966796875,0.13494038581848145,0.00408061221241951,0.08774144947528839,0.0,11,1,,,11.0,3.0,,control_change
1767433750871291000,-43.4291877746582,0.00202229805290699,897.5107505505327,890.625,0.06190305948257446,1.1800249814987183,0.13393524289131165,0.0016824877820909023,0.08560255914926529,0.00202229805290699,11,1,,,11.0,3.0,,control_change
1767433752196874000,-43.4291877746582,0.00202229805290699,897.5107505505327,890.625,0.06190305948257446,1.1800249814987183,0.13393524289131165,0.0016824877820909023,0.08560255914926529,0.00202229805290699,11,1,,,11.0,1.0,,control_change
1767433753003348000,-43.4291877746582,0.00202229805290699,897.5107505505327,890.625,0.06190305948257446,1.1800249814987183,0.13393524289131165,0.0016824877820909023,0.08560255914926529,0.00202229805290699,11,1,,,12.0,10.0,,control_change
1767433754227794000,-43.4291877746582,0.00202229805290699,897.5107505505327,890.625,0.06190305948257446,1.1800249814987183,0.13393524289131165,0.0016824877820909023,0.08560255914926529,0.00202229805290699,11,1,,,11.0,2.0,,control_change
1767433754640312000,-43.4291877746582,0.00202229805290699,897.5107505505327,890.625,0.06190305948257446,1.1800249814987183,0.13393524289131165,0.0016824877820909023,0.08560255914926529,0.00202229805290699,11,1,,,32.0,2.0,,control_change
1767433754668418000,-44.83806610107422,0.0004400513134896755,1305.6892584848572,1078.125,0.12177906185388565,1.517998456954956,0.0508817620575428,0.0024286266416311264,0.021612396463751793,0.0004400513134896755,11,1,,,32.0,2.0,,control_change
1767433754839249000,-38.67207336425781,0.007083687465637922,2521.5902401035487,5625.0,0.2627857029438019,3.1438257694244385,0.1889796108007431,0.017040427774190903,0.27575498819351196,0.007083687465637922,11,1,,,32.0,2.0,,control_change
1767433754860551000,-41.25877380371094,-0.003000987693667412,2812.600018000617,6656.25,0.273097962141037,1.2119346857070923,0.169313445687294,0.013014025054872036,0.24390168488025665,0.0,11,1,,,32.0,2.0,,control_change
1767433754882078000,-41.956600189208984,-0.0006678309291601181,2963.188270854953,6656.25,0.30177944898605347,0.997309684753418,0.20478031039237976,0.014019298367202282,0.07814642786979675,0.0,11,1,,,32.0,2.0,,control_change
1767433754903148000,-42.95213317871094,-0.0008644871413707733,3017.289355765897,7171.875,0.30925723910331726,1.0301200151443481,0.17246849834918976,0.012264593504369259,0.06710828095674515,0.0,11,1,,,32.0,2.0,,control_change
1767433754924517000,-41.30909729003906,0.0014823414385318756,2110.5062209578873,3937.5,0.1969299614429474,1.2591296434402466,0.16493171453475952,0.008141554892063141,0.0784594863653183,0.0014823414385318756,11,1,,,32.0,2.0,,control_change
1767433754945890000,-43.47010040283203,-0.0018944386392831802,1925.0652038820663,3375.0,0.16624870896339417,0.9858907461166382,0.1321658194065094,0.005771429277956486,0.07567933201789856,0.0,11,1,,,32.0,2.0,,control_change
1767433754967380000,-44.468528747558594,-0.00072823790833354,2234.3385263766613,4171.875,0.216433584690094,1.0286966562271118,0.1406765580177307,0.007224638480693102,0.07694075256586075,0.0,11,1,,,32.0,2.0,,control_change
1767433754988597000,-43.046630859375,0.001063307747244835,2004.9315028694825,3468.75,0.1926119178533554,1.1986027956008911,0.15614889562129974,0.00694967620074749,0.041862182319164276,0.001063307747244835,11,1,,,32.0,2.0,,control_change
1767433755009888000,-43.05582046508789,-7.4463896453380585e-06,1852.2521214926107,2906.25,0.17878971993923187,1.0969135761260986,0.16128069162368774,0.006253463681787252,0.03942284360527992,0.0,11,1,,,32.0,2.0,,control_change
1767433755073654000,-44.74859619140625,0.0005455082282423973,1851.0205750182947,2390.625,0.1645638346672058,0.49260345101356506,0.1554391086101532,0.004466079641133547,0.053005121648311615,0.0005455082282423973,11,1,,,32.0,2.0,,control_change
1767433755137471000,-42.659820556640625,0.0022595832124352455,1181.1567458134111,1218.75,0.0932176485657692,1.7190217971801758,0.13437624275684357,0.0035245162434875965,0.10325609147548676,0.0022595832124352455,11,1,,,32.0,2.0,,control_change
1767433755351023000,-43.52950668334961,0.0019231452606618404,2795.9889874917626,6046.875,0.29818233847618103,0.9115968942642212,0.14872534573078156,0.009024051949381828,0.08502167463302612,0.0019231452606618404,11,1,,,32.0,2.0,,control_change
1767433755372426000,-44.26534652709961,-0.0005410397425293922,3252.5575832126583,7828.125,0.35263651609420776,1.047217607498169,0.16490438580513,0.01274461206048727,0.060438018292188644,0.0,11,1,,,32.0,2.0,,control_change
1767433755393942000,-40.14211654663086,0.0037179780192673206,3242.79483766826,7781.25,0.35121092200279236,1.8561594486236572,0.2559153437614441,0.020788267254829407,0.14777712523937225,0.0037179780192673206,11,1,,,32.0,2.0,,control_change
1767433755415246000,-42.041587829589844,-0.0019323723390698433,2473.4209879476607,5156.25,0.25429993867874146,1.1498547792434692,0.18637169897556305,0.009938191622495651,0.14574702084064484,0.0,11,1,,,32.0,2.0,,control_change
1767433755436373000,-41.442710876464844,0.0005642902106046677,1761.6690305774289,2156.25,0.16112330555915833,1.0619663000106812,0.16319765150547028,0.00580604700371623,0.08071170002222061,0.0005642902106046677,11,1,,,32.0,2.0,,control_change
1767433755457891000,-41.96235656738281,-0.0004918510094285011,2443.6463454043696,4875.0,0.25079673528671265,1.150907278060913,0.1798831820487976,0.009388044476509094,0.06418858468532562,0.0,11,1,,,32.0,2.0,,control_change
1767433755479176000,-42.674835205078125,-0.0006282730028033257,1257.9042724745952,1312.5,0.09519746899604797,1.2398148775100708,0.13997051119804382,0.0034952443093061447,0.07131662219762802,0.0,11,1,,,32.0,2.0,,control_change
1767433755500376000,-40.9163703918457,0.0016492241993546486,2842.2259608672252,6375.0,0.3042599856853485,1.221805214881897,0.22100932896137238,0.013803106732666492,0.10067132860422134,0.0016492241993546486,11,1,,,32.0,2.0,,control_change
1767433755521799000,-42.17030334472656,-0.0012096758000552654,2723.3323521277894,6000.0,0.2937694191932678,1.3919792175292969,0.18775276839733124,0.012073877267539501,0.09017124027013779,0.0,11,1,,,32.0,2.0,,control_change
1767433755543113000,-41.217098236083984,0.0009034494869410992,2359.430949136373,4406.25,0.24646936357021332,1.2385703325271606,0.20011596381664276,0.009920172393321991,0.08932794630527496,0.0009034494869410992,11,1,,,32.0,2.0,,control_change
1767433755564569000,-42.244510650634766,-0.0009697130881249905,1780.8706085679792,2250.0,0.17489424347877502,1.3319432735443115,0.15493643283843994,0.005774771794676781,0.05203777551651001,0.0,11,1,,,32.0,2.0,,control_change
1767433755585715000,-41.54686737060547,0.0006458810530602932,925.3011195445517,890.625,0.06250054389238358,1.3481777906417847,0.1486968994140625,0.002196352928876877,0.07302530854940414,0.0006458810530602932,11,1,,,32.0,2.0,,control_change
1767433755607064000,-42.08372116088867,-0.0005015889182686806,1057.0429065442593,1031.25,0.07964461296796799,1.2779927253723145,0.14470717310905457,0.0024712984450161457,0.11665413528680801,0.0,11,1,,,32.0,2.0,,control_change
1767433755628161000,-42.797027587890625,-0.0006202445365488529,907.5768746539887,843.75,0.062056224793195724,1.3552922010421753,0.14677850902080536,0.002127375453710556,0.1030830591917038,0.0,11,1,,,32.0,2.0,,control_change
1767433755649753000,-41.70506286621094,0.000970794353634119,1589.7132744736987,1687.5,0.15369150042533875,1.34306800365448,0.1601383537054062,0.004933416843414307,0.11810390651226044,0.000970794353634119,11,1,,,32.0,2.0,,control_change
1767433755671303000,-40.18924331665039,0.0015668505802750587,1526.823504658946,1546.875,0.15218821167945862,2.3265488147735596,0.16445408761501312,0.006271970923990011,0.15772269666194916,0.0015668505802750587,11,1,,,32.0,2.0,,control_change
1767433755692578000,-37.603519439697266,0.0033927420154213905,2509.093686527823,5203.125,0.2746916115283966,3.1882686614990234,0.2452041655778885,0.017771661281585693,0.1583564579486847,0.0033927420154213905,11,1,,,32.0,2.0,,control_change
1767433755713798000,-39.0092887878418,-0.0019690338522195816,2391.133361976564,4687.5,0.25857943296432495,2.5931453704833984,0.20341971516609192,0.013652884401381016,0.08500832319259644,0.0,11,1,,,32.0,2.0,,control_change
1767433755735008000,-38.881988525390625,0.0001654764637351036,1597.6519597730892,1687.5,0.16617073118686676,2.7709434032440186,0.16745653748512268,0.007719478104263544,0.10374816507101059,0.0001654764637351036,11,1,,,32.0,2.0,,control_change
1767433755756582000,-36.59231948852539,0.003430500626564026,2984.6899228248303,7031.25,0.3296169936656952,3.0139358043670654,0.3059821128845215,0.025309929624199867,0.20318962633609772,0.003430500626564026,11,1,,,32.0,2.0,,control_change
1767433755777598000,-38.877593994140625,-0.0034247469156980515,3546.1652453688753,8859.375,0.3908661901950836,2.7839388847351074,0.2686747908592224,0.027817806228995323,0.21513719856739044,0.0,11,1,,,32.0,2.0,,control_change
1767433755799072000,-38.63764572143555,0.00031874049454927444,712.3881337748292,656.25,0.04714074730873108,2.4035420417785645,0.1715650111436844,0.0018975103739649057,0.1766035109758377,0.00031874049454927444,11,1,,,32.0,2.0,,control_change
1767433755820416000,-38.2985725402832,0.00046569667756557465,2117.3354006919394,3609.375,0.22750072181224823,2.7240915298461914,0.20333752036094666,0.012077725492417812,0.0867372378706932,0.00046569667756557465,11,1,,,32.0,2.0,,control_change
1767433755841696000,-38.518707275390625,-0.00030440744012594223,2391.1997720938452,4734.375,0.2591581642627716,2.9436111450195312,0.19846229255199432,0.014077981002628803,0.11265245079994202,0.0,11,1,,,32.0,2.0,,control_change
1767433755863166000,-37.25779724121094,0.0018528420478105545,1171.656669080532,890.625,0.11458488553762436,3.3017261028289795,0.18195495009422302,0.00570905115455389,0.13564203679561615,0.0018528420478105545,11,1,,,32.0,2.0,,control_change
1767433755884383000,-38.2191047668457,-0.0014366358518600464,3203.048727829426,7828.125,0.3559282124042511,2.8250534534454346,0.2433045357465744,0.023900888860225677,0.13615556061267853,0.0,11,1,,,32.0,2.0,,control_change
1767433755905772000,-37.857337951660156,0.000522073358297348,2953.2365272687875,6984.375,0.3247121572494507,2.388587474822998,0.24151496589183807,0.019527509808540344,0.15895341336727142,0.000522073358297348,11,1,,,32.0,2.0,,control_change
1767433755927157000,-38.463050842285156,-0.0008620470762252808,1173.2602873050878,937.5,0.11131099611520767,2.5685133934020996,0.14707806706428528,0.0045200311578810215,0.1500677913427353,0.0,11,1,,,32.0,2.0,,control_change
1767433755948640000,-38.55583953857422,-0.00012682657688856125,2565.732649282731,5437.5,0.28275275230407715,2.774383544921875,0.2225431203842163,0.01662534475326538,0.13133631646633148,0.0,11,1,,,32.0,2.0,,control_change
1767433755969743000,-38.59607696533203,-5.457550287246704e-05,2484.895012822701,5109.375,0.2690601646900177,2.535217761993408,0.20451292395591736,0.014065814204514027,0.18259361386299133,0.0,11,1,,,32.0,2.0,,control_change
1767433755991298000,-40.1638069152832,-0.0019411062821745872,1931.484511227997,2859.375,0.20489005744457245,2.3008172512054443,0.15402038395404816,0.008562744595110416,0.14086505770683289,0.0,11,1,,,32.0,2.0,,control_change
1767433756012702000,-39.976539611816406,0.0002138698473572731,1721.4372355324601,2109.375,0.17775775492191315,2.1631550788879395,0.15431749820709229,0.00701700197532773,0.07015837728977203,0.0002138698473572731,11,1,,,32.0,2.0,,control_change
1767433756033631000,-40.3077507019043,-0.00037515442818403244,2415.59962135094,4734.375,0.26262909173965454,2.2039096355438232,0.17315420508384705,0.011541333980858326,0.06347429752349854,0.0,11,1,,,32.0,2.0,,control_change
1767433756055280000,-39.43850326538086,0.0010159071534872055,1431.998817448087,1359.375,0.14461596310138702,2.476738452911377,0.1572316735982895,0.005936737637966871,0.11077781021595001,0.0010159071534872055,11,1,,,32.0,2.0,,control_change
